subject,rt,Happy,Calm,Sad,AngryStressful,Familiar,title,Condition,Track_ID,X1,ACTIVE,PERCEPTUAL,MUSICAL,SINGING,EMOTIONS,GENERAL,classical,blues,country,dancElectronica,folk,rapHipHop,soulFunk,relgious,alternative,jazz,rock,pop,heavyMetal,SoundtracksThemeSongs,familyIncome,highestFather,highestMother,melodicTraning,melodicCourses,melodicPrivate,harmonicTraning,harmonicCourses,harmonicPrivate,sightsingTraning,sightsingCourses,sightsingPrivate,instrument,age,gender,meds,listMeds,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76
1,12758,8,7,6,7,6,takeYouAb,Melody,20,1,55,57,47,45,39,117,7,4,3,6,2,6,5,6,7,6,7,7,3,6,5,8,6,2,5,6,2,5,6,2,5,6,Clarinet,19,FEMALE,1,NA,7,5,7,7,5,7,7,3,7,6,6,6,7,7,7,7,6,5,7,7,7,6,7,6,7,7,7,6,6,5,7,7,6,7,6,6,7,7
1,12407,1,9,9,6,2,theCrucifixion,Lyrics,5,1,55,57,47,45,39,117,7,4,3,6,2,6,5,6,7,6,7,7,3,6,5,8,6,2,5,6,2,5,6,2,5,6,Clarinet,19,FEMALE,1,NA,7,5,7,7,5,7,7,3,7,6,6,6,7,7,7,7,6,5,7,7,7,6,7,6,7,7,7,6,6,5,7,7,6,7,6,6,7,7
1,24218,7,8,9,7,9,bambi,Lyrics,8,1,55,57,47,45,39,117,7,4,3,6,2,6,5,6,7,6,7,7,3,6,5,8,6,2,5,6,2,5,6,2,5,6,Clarinet,19,FEMALE,1,NA,7,5,7,7,5,7,7,3,7,6,6,6,7,7,7,7,6,5,7,7,7,6,7,6,7,7,7,6,6,5,7,7,6,7,6,6,7,7
1,15847,3,7,8,2,9,onMusic,Melody,17,1,55,57,47,45,39,117,7,4,3,6,2,6,5,6,7,6,7,7,3,6,5,8,6,2,5,6,2,5,6,2,5,6,Clarinet,19,FEMALE,1,NA,7,5,7,7,5,7,7,3,7,6,6,6,7,7,7,7,6,5,7,7,7,6,7,6,7,7,7,6,6,5,7,7,6,7,6,6,7,7
1,14583,4,1,2,8,9,thatsAll,Lyrics,15,1,55,57,47,45,39,117,7,4,3,6,2,6,5,6,7,6,7,7,3,6,5,8,6,2,5,6,2,5,6,2,5,6,Clarinet,19,FEMALE,1,NA,7,5,7,7,5,7,7,3,7,6,6,6,7,7,7,7,6,5,7,7,7,6,7,6,7,7,7,6,6,5,7,7,6,7,6,6,7,7
1,8339,8,9,6,1,9,silentMoon,Lyrics,10,1,55,57,47,45,39,117,7,4,3,6,2,6,5,6,7,6,7,7,3,6,5,8,6,2,5,6,2,5,6,2,5,6,Clarinet,19,FEMALE,1,NA,7,5,7,7,5,7,7,3,7,6,6,6,7,7,7,7,6,5,7,7,7,6,7,6,7,7,7,6,6,5,7,7,6,7,6,6,7,7
1,11929,2,8,8,1,9,dancinInTheMoonlightC,Melody,19,1,55,57,47,45,39,117,7,4,3,6,2,6,5,6,7,6,7,7,3,6,5,8,6,2,5,6,2,5,6,2,5,6,Clarinet,19,FEMALE,1,NA,7,5,7,7,5,7,7,3,7,6,6,6,7,7,7,7,6,5,7,7,7,6,7,6,7,7,7,6,6,5,7,7,6,7,6,6,7,7
1,9470,1,9,9,7,9,everyTimeWeSayGoodbye,Melody,23,1,55,57,47,45,39,117,7,4,3,6,2,6,5,6,7,6,7,7,3,6,5,8,6,2,5,6,2,5,6,2,5,6,Clarinet,19,FEMALE,1,NA,7,5,7,7,5,7,7,3,7,6,6,6,7,7,7,7,6,5,7,7,7,6,7,6,7,7,7,6,6,5,7,7,6,7,6,6,7,7
1,9591,1,1,8,8,9,owlAPussyCat,Lyrics,2,1,55,57,47,45,39,117,7,4,3,6,2,6,5,6,7,6,7,7,3,6,5,8,6,2,5,6,2,5,6,2,5,6,Clarinet,19,FEMALE,1,NA,7,5,7,7,5,7,7,3,7,6,6,6,7,7,7,7,6,5,7,7,7,6,7,6,7,7,7,6,6,5,7,7,6,7,6,6,7,7
1,13000,3,1,1,9,9,noMoreMissNice,Lyrics,16,1,55,57,47,45,39,117,7,4,3,6,2,6,5,6,7,6,7,7,3,6,5,8,6,2,5,6,2,5,6,2,5,6,Clarinet,19,FEMALE,1,NA,7,5,7,7,5,7,7,3,7,6,6,6,7,7,7,7,6,5,7,7,7,6,7,6,7,7,7,6,6,5,7,7,6,7,6,6,7,7
1,7674,9,6,1,1,9,takeYouAb,Lyrics,4,1,55,57,47,45,39,117,7,4,3,6,2,6,5,6,7,6,7,7,3,6,5,8,6,2,5,6,2,5,6,2,5,6,Clarinet,19,FEMALE,1,NA,7,5,7,7,5,7,7,3,7,6,6,6,7,7,7,7,6,5,7,7,7,6,7,6,7,7,7,6,6,5,7,7,6,7,6,6,7,7
1,21420,6,9,8,2,9,dream,Melody,27,1,55,57,47,45,39,117,7,4,3,6,2,6,5,6,7,6,7,7,3,6,5,8,6,2,5,6,2,5,6,2,5,6,Clarinet,19,FEMALE,1,NA,7,5,7,7,5,7,7,3,7,6,6,6,7,7,7,7,6,5,7,7,7,6,7,6,7,7,7,6,6,5,7,7,6,7,6,6,7,7
1,12702,1,2,9,7,9,theCage,Lyrics,14,1,55,57,47,45,39,117,7,4,3,6,2,6,5,6,7,6,7,7,3,6,5,8,6,2,5,6,2,5,6,2,5,6,Clarinet,19,FEMALE,1,NA,7,5,7,7,5,7,7,3,7,6,6,6,7,7,7,7,6,5,7,7,7,6,7,6,7,7,7,6,6,5,7,7,6,7,6,6,7,7
1,13097,1,8,9,7,9,theCrucifixion,Melody,21,1,55,57,47,45,39,117,7,4,3,6,2,6,5,6,7,6,7,7,3,6,5,8,6,2,5,6,2,5,6,2,5,6,Clarinet,19,FEMALE,1,NA,7,5,7,7,5,7,7,3,7,6,6,6,7,7,7,7,6,5,7,7,7,6,7,6,7,7,7,6,6,5,7,7,6,7,6,6,7,7
1,18017,2,8,9,3,8,willowSong,Lyrics,6,1,55,57,47,45,39,117,7,4,3,6,2,6,5,6,7,6,7,7,3,6,5,8,6,2,5,6,2,5,6,2,5,6,Clarinet,19,FEMALE,1,NA,7,5,7,7,5,7,7,3,7,6,6,6,7,7,7,7,6,5,7,7,7,6,7,6,7,7,7,6,6,5,7,7,6,7,6,6,7,7
1,15176,9,2,1,6,9,thatsAll,Melody,31,1,55,57,47,45,39,117,7,4,3,6,2,6,5,6,7,6,7,7,3,6,5,8,6,2,5,6,2,5,6,2,5,6,Clarinet,19,FEMALE,1,NA,7,5,7,7,5,7,7,3,7,6,6,6,7,7,7,7,6,5,7,7,7,6,7,6,7,7,7,6,6,5,7,7,6,7,6,6,7,7
1,9976,8,9,6,1,9,iWishYouLove,Lyrics,12,1,55,57,47,45,39,117,7,4,3,6,2,6,5,6,7,6,7,7,3,6,5,8,6,2,5,6,2,5,6,2,5,6,Clarinet,19,FEMALE,1,NA,7,5,7,7,5,7,7,3,7,6,6,6,7,7,7,7,6,5,7,7,7,6,7,6,7,7,7,6,6,5,7,7,6,7,6,6,7,7
1,14245,1,1,9,9,6,toThisWeveCome,Melody,29,1,55,57,47,45,39,117,7,4,3,6,2,6,5,6,7,6,7,7,3,6,5,8,6,2,5,6,2,5,6,2,5,6,Clarinet,19,FEMALE,1,NA,7,5,7,7,5,7,7,3,7,6,6,6,7,7,7,7,6,5,7,7,7,6,7,6,7,7,7,6,6,5,7,7,6,7,6,6,7,7
1,11338,1,8,8,1,8,goognightMoon,Melody,25,1,55,57,47,45,39,117,7,4,3,6,2,6,5,6,7,6,7,7,3,6,5,8,6,2,5,6,2,5,6,2,5,6,Clarinet,19,FEMALE,1,NA,7,5,7,7,5,7,7,3,7,6,6,6,7,7,7,7,6,5,7,7,7,6,7,6,7,7,7,6,6,5,7,7,6,7,6,6,7,7
2,16977,1,5,9,5,5,iWishYouLove,Melody,28,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,10279,9,7,1,1,6,onMusic,Lyrics,1,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,11029,1,1,6,9,5,toThisWeveCome,Lyrics,13,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,41942,5,9,1,1,7,goognightMoon,Lyrics,9,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,16434,3,5,5,1,5,theCage,Melody,30,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,13278,9,9,1,1,5,dream,Lyrics,11,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,10881,5,5,1,1,5,willowSong,Melody,22,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,25403,6,6,3,1,7,takeYouAb,Melody,20,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,13946,1,5,9,1,7,everyTimeWeSayGoodbye,Lyrics,7,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,17371,1,9,9,1,1,theCrucifixion,Lyrics,5,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,15340,1,1,5,7,9,noMoreMissNice,Melody,32,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,19084,6,7,1,1,2,dancinInTheMoonlightC,Lyrics,3,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,21439,5,8,9,1,9,silentMoon,Melody,26,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,26864,5,9,5,1,9,bambi,Melody,24,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,11372,1,1,5,7,9,owlAPussyCat,Melody,18,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,15868,5,9,3,1,4,silentMoon,Lyrics,10,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,11136,1,9,9,1,9,dream,Melody,27,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,18071,2,4,8,1,9,dancinInTheMoonlightC,Melody,19,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,11640,5,1,1,1,2,thatsAll,Melody,31,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,11957,1,1,1,9,3,thatsAll,Lyrics,15,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,44471,5,5,2,1,1,takeYouAb,Lyrics,4,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,11532,1,9,9,1,9,theCrucifixion,Melody,21,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,44537,1,5,1,1,1,owlAPussyCat,Lyrics,2,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,17501,5,8,6,1,1,willowSong,Lyrics,6,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,41738,5,8,9,1,9,onMusic,Melody,17,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,11592,1,9,6,1,1,theCage,Lyrics,14,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,28494,1,1,9,6,9,toThisWeveCome,Melody,29,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,43033,7,9,1,1,3,iWishYouLove,Lyrics,12,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,15455,1,1,1,9,3,noMoreMissNice,Lyrics,16,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,38890,1,1,7,5,9,everyTimeWeSayGoodbye,Melody,23,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,16602,3,1,9,6,6,bambi,Lyrics,8,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
2,12633,1,6,9,1,9,goognightMoon,Melody,25,2,44,60,10,46,35,90,4,6,5,3,1,7,7,5,2,4,4,6,1,6,3,6,6,1,1,1,1,1,1,1,1,1,voice,19,FALSE,1,NA,7,2,5,7,1,7,7,3,5,7,7,5,6,7,7,7,7,7,3,1,1,2,1,1,1,4,7,7,7,7,7,7,6,1,7,7,7,7
3,36014,2,2,5,7,7,theCage,Melody,30,3,51,61,42,34,40,104,7,6,4,4,4,4,4,2,5,7,6,5,4,5,1,6,1,2,5,1,2,5,1,2,5,1,Classical Guitar,31,Male,1,NA,6,7,7,6,2,6,4,6,7,7,7,7,7,7,7,7,6,6,7,7,7,6,6,7,2,5,7,6,6,2,4,4,7,7,7,7,7,5
3,30023,6,6,4,5,2,silentMoon,Melody,26,3,51,61,42,34,40,104,7,6,4,4,4,4,4,2,5,7,6,5,4,5,1,6,1,2,5,1,2,5,1,2,5,1,Classical Guitar,31,Male,1,NA,6,7,7,6,2,6,4,6,7,7,7,7,7,7,7,7,6,6,7,7,7,6,6,7,2,5,7,6,6,2,4,4,7,7,7,7,7,5
3,25953,8,3,1,1,5,takeYouAb,Melody,20,3,51,61,42,34,40,104,7,6,4,4,4,4,4,2,5,7,6,5,4,5,1,6,1,2,5,1,2,5,1,2,5,1,Classical Guitar,31,Male,1,NA,6,7,7,6,2,6,4,6,7,7,7,7,7,7,7,7,6,6,7,7,7,6,6,7,2,5,7,6,6,2,4,4,7,7,7,7,7,5
3,29077,4,4,3,5,3,everyTimeWeSayGoodbye,Lyrics,7,3,51,61,42,34,40,104,7,6,4,4,4,4,4,2,5,7,6,5,4,5,1,6,1,2,5,1,2,5,1,2,5,1,Classical Guitar,31,Male,1,NA,6,7,7,6,2,6,4,6,7,7,7,7,7,7,7,7,6,6,7,7,7,6,6,7,2,5,7,6,6,2,4,4,7,7,7,7,7,5
3,23488,3,3,6,6,1,owlAPussyCat,Melody,18,3,51,61,42,34,40,104,7,6,4,4,4,4,4,2,5,7,6,5,4,5,1,6,1,2,5,1,2,5,1,2,5,1,Classical Guitar,31,Male,1,NA,6,7,7,6,2,6,4,6,7,7,7,7,7,7,7,7,6,6,7,7,7,6,6,7,2,5,7,6,6,2,4,4,7,7,7,7,7,5
3,25602,4,6,6,5,5,goognightMoon,Lyrics,9,3,51,61,42,34,40,104,7,6,4,4,4,4,4,2,5,7,6,5,4,5,1,6,1,2,5,1,2,5,1,2,5,1,Classical Guitar,31,Male,1,NA,6,7,7,6,2,6,4,6,7,7,7,7,7,7,7,7,6,6,7,7,7,6,6,7,2,5,7,6,6,2,4,4,7,7,7,7,7,5
